HFA ID,Address,Building Units,Owner Name,HUD LIHTC ID,BBL / Parcel ID,BIN (NYC DOB),Census Tract (2020),Assembly District,State Senate District,Congressional District,latitude,longitude,Property name,Total Project Units,Number of buildings in project,Management name,Contact address,Contact phone,Contact email,County,New Construction / Rehab,Placed-in-Service date,Floodplain 100-yr / 500-yr flag,School district name,School district SDL code,x,y
1906,"2119 E Fayette St , Syracuse, 13210",24,Corvus Property Intelligence LLC,NY-11-90006,,NA,36067003601,128,48,22,43.048956,-76.113434,Parkside Commons,393,14,,,,,Onondaga,Preservation / Rehab,4/30/2010,Not in floodplain,SYRACUSE CITY SD,421800,409317.51603610755,4766852.812306833
1906,"2121 East Fayette Street, Syracuse, 13210",21,Corvus Property Intelligence LLC,NY-11-90007,,NA,36067003601,128,48,22,43.048658,-76.113206,Parkside Commons,393,14,,,,,Onondaga,Preservation / Rehab,4/30/2010,Not in floodplain,SYRACUSE CITY SD,421800,409335.64646399353,4766819.472856199
1906,"1813 East Fayette Street, Syracuse, 13210",30,Corvus Property Intelligence LLC,NY-11-90012,,NA,36067003500,128,48,22,43.048444,-76.117915,Parkside Commons,393,14,,,,,Onondaga,Preservation / Rehab,4/30/2010,Not in floodplain,SYRACUSE CITY SD,421800,408951.80500643776,4766800.80597743
1906,"1815 East Fayette Street , Syracuse, 13210",30,Corvus Property Intelligence LLC,NY-11-90013,,NA,36067003500,128,48,22,43.048545,-76.117337,Parkside Commons,393,14,,,,,Onondaga,Preservation / Rehab,4/30/2010,Not in floodplain,SYRACUSE CITY SD,421800,408999.0297572854,4766811.3951972
1906,"1901 East Fayette Street, Syracuse, 13210",35,Corvus Property Intelligence LLC,NY-11-90014,,NA,36067003500,128,48,22,43.048819,-76.116729,Parkside Commons,393,14,,,,,Onondaga,Preservation / Rehab,4/30/2010,Not in floodplain,SYRACUSE CITY SD,421800,409048.95334526815,4766841.164003597
1906,"1903 East Fayette Street, Syracuse, 13210",35,Corvus Property Intelligence LLC,NY-11-90015,,NA,36067003500,128,48,22,43.048889,-76.116153,Parkside Commons,393,14,,,,,Onondaga,Preservation / Rehab,4/30/2010,Not in floodplain,SYRACUSE CITY SD,421800,409095.9689762767,4766848.313482542
1906,"2003 E Fayette St., Syracuse, 13210",27,Corvus Property Intelligence LLC,NY-11-90008,,NA,36067003601,128,48,22,43.04888,-76.11433,Parkside Commons,393,14,,,,,Onondaga,Preservation / Rehab,4/30/2010,Not in floodplain,SYRACUSE CITY SD,421800,409244.429534605,4766845.341004889
1906,"2005 East Fayette Street, Syracuse, 13210",23,Corvus Property Intelligence LLC,NY-11-90009,,NA,36067003601,128,48,22,43.048596,-76.114119,Parkside Commons,393,14,,,,,Onondaga,Preservation / Rehab,4/30/2010,Not in floodplain,SYRACUSE CITY SD,421800,409261.19570407766,4766813.574446004
1906,"1809 East Fayette Street , Syracuse, 13210",35,Corvus Property Intelligence LLC,NY-11-90010,,NA,36067003500,128,48,22,43.048586,-76.119373,Parkside Commons,393,14,,,,,Onondaga,Preservation / Rehab,4/30/2010,Not in floodplain,SYRACUSE CITY SD,421800,408833.26797977526,4766818.157978384
1906,"1811 East Fayette Street , Syracuse, 13210",35,Corvus Property Intelligence LLC,NY-11-90011,,NA,36067003500,128,48,22,43.048559,-76.118734,Parkside Commons,393,14,,,,,Onondaga,Preservation / Rehab,4/30/2010,Not in floodplain,SYRACUSE CITY SD,421800,408885.27148447256,4766814.465659166
1908,"2240 Washington Ave, Bronx, 10457",80,Washington-Fletcher OMH LP,NY-12-90050,2030500010,2124867,36005038500,86,33,15,40.854676,-73.893544,2240 Washington Avenue Apts.,80,1,Manhattan Bowery Management Company,,,,Bronx,New Construction,10/25/2011,Not in floodplain,NYC GEOG DIST #10 - BRONX,321000,593259.5773131493,4523214.006340708
1909,"322-330 MacDougal St., Brooklyn, 11233",65,Concern MacDougal LLC,NY-12-90006,3015350014,3041768,36047036900,55,25,8,40.680622,-73.907416,Concern MacDougal Apartments,65,1,Concern Housing,,,,Kings,New Construction,9/14/2011,Not in floodplain,NYC GEOG DIST #23 - BROOKLYN,332300,592330.9508167738,4503877.93795219
1910,"1854 Cedar Ave, Bronx, 10453",106,"1854 Cedar Avenue, LLC",NY-12-90010,2028810040,2009239,36005024700,77,31,13,40.853608,-73.919196,1854 Cedar Avenue LLC,106,1,"Community Access, Inc.",,,,Bronx,New Construction,9/29/2011,Not in floodplain,NYC GEOG DIST #10 - BRONX,321000,591098.878810581,4523068.448270094
1912,"201 Lexington Ave , Syracuse, 13210",3,Housing Visions Unlimited,NY-10-90111,,NA,36067003500,128,48,22,43.047311,-76.121171,Loguen Homes,28,10,"Housing Visions Unlimited, Inc.",,,,Onondaga,Preservation / Rehab,6/29/2010,Not in floodplain,SYRACUSE CITY SD,421800,408684.9380188552,4766678.523053541
1912,"309 Lexington Ave , Syracuse, 13210",2,Housing Visions Unlimited,NY-10-90112,,NA,36067003500,128,48,22,43.047349,-76.119021,Loguen Homes,28,10,"Housing Visions Unlimited, Inc.",,,,Onondaga,Preservation / Rehab,7/8/2010,Not in floodplain,SYRACUSE CITY SD,421800,408860.1050663672,4766680.405926335
1912,"311 Lexington Ave , Syracuse, 13210",2,Housing Visions Unlimited,NY-10-90113,,NA,36067003500,128,48,22,43.047351,-76.118872,Loguen Homes,28,10,"Housing Visions Unlimited, Inc.",,,,Onondaga,Preservation / Rehab,7/7/2010,Not in floodplain,SYRACUSE CITY SD,421800,408872.2436039166,4766680.466230716
1912,"313 Lexington Ave , Syracuse, 13210",2,Housing Visions Unlimited,NY-10-90114,,NA,36067003500,128,48,22,43.047352,-76.118723,Loguen Homes,28,10,"Housing Visions Unlimited, Inc.",,,,Onondaga,Preservation / Rehab,7/7/2010,Not in floodplain,SYRACUSE CITY SD,421800,408884.38066034624,4766680.415505945
1912,"308 Pine Street , Syracuse, 13210",2,Housing Visions Unlimited,NY-10-90115,,NA,36067003400,128,48,22,43.048228,-76.129993,Loguen Homes,28,10,"Housing Visions Unlimited, Inc.",,,,Onondaga,Preservation / Rehab,3/29/2010,Not in floodplain,SYRACUSE CITY SD,421800,407967.7846996744,4766789.993092672
1912,"310 Pine Street , Syracuse, 13210",2,Housing Visions Unlimited,NY-10-90116,,NA,36067003400,128,48,22,43.048011,-76.13,Loguen Homes,28,10,"Housing Visions Unlimited, Inc.",,,,Onondaga,Preservation / Rehab,3/29/2010,Not in floodplain,SYRACUSE CITY SD,421800,407966.89011495135,4766765.902757057
1912,"207 South Beech Street , Syracuse, 13210",3,Housing Visions Unlimited,NY-10-90117,,NA,36067003400,128,48,22,43.048735,-76.127498,Loguen Homes,28,10,"Housing Visions Unlimited, Inc.",,,,Onondaga,Preservation / Rehab,7/21/2010,Not in floodplain,SYRACUSE CITY SD,421800,408171.7480751408,4766843.562796534
1912,"1218 East Fayette Street , Syracuse, 13210",4,Housing Visions Unlimited,NY-10-90118,,NA,36067003400,128,48,22,43.048223,-76.131066,Loguen Homes,28,10,"Housing Visions Unlimited, Inc.",,,,Onondaga,Preservation / Rehab,7/28/2010,Not in floodplain,SYRACUSE CITY SD,421800,407880.3859997983,4766790.615061981
1912,"1220 East Fayette Street , Syracuse, 13210",4,Housing Visions Unlimited,NY-10-90119,,NA,36067003400,128,48,22,43.048216,-76.130743,Loguen Homes,28,10,"Housing Visions Unlimited, Inc.",,,,Onondaga,Preservation / Rehab,7/28/2010,Not in floodplain,SYRACUSE CITY SD,421800,407906.6824839064,4766789.483215386
1912,"215 Columbus Street , Syracuse, 13210",4,Housing Visions Unlimited,NY-10-90120,,NA,36067012500,126,50,22,43.048714,-76.242572,Loguen Homes,28,10,"Housing Visions Unlimited, Inc.",,,,Onondaga,Preservation / Rehab,7/28/2010,Not in floodplain,WEST GENESEE CSD,420101,398799.49769003334,4766973.571112975
1916,"101-118 Duncan Elder Drive , East Northport, 11740",18,Paumanack Village III Owner L.P.,NY-10-90019,,NA,36103111503,10,2,1,40.86469549,-73.34991434,Paumanack III,78,5,JMD/Einsidler Management Corp.,,,,Suffolk,Preservation / Rehab,12/31/2008,Not in floodplain,HARBORFIELDS CSD,580406,639060.9380530064,4525047.4948664205
1916,"201-212 Duncan Elder Drive , East Northport, 11740",12,Paumanack Village III Owner L.P.,NY-10-90020,,NA,36103111503,10,2,1,40.86446338,-73.34987523,Paumanack III,78,5,JMD/Einsidler Management Corp.,,,,Suffolk,Preservation / Rehab,12/31/2008,Not in floodplain,HARBORFIELDS CSD,580406,639064.7198538003,4525021.789629004
1916,"213-224 Duncan Elder Drive , East Northport, 11740",12,Paumanack Village III Owner L.P.,NY-10-90021,,NA,36103111503,10,2,1,40.86443552,-73.34987054,Paumanack III,78,5,JMD/Einsidler Management Corp.,,,,Suffolk,Preservation / Rehab,12/31/2008,Not in floodplain,HARBORFIELDS CSD,580406,639065.1734158244,4525018.704240686
1916,"301-312 Duncan Elder Drive , East Northport, 11740",12,Paumanack Village III Owner L.P.,NY-10-90022,,NA,36103111503,10,2,1,40.86423125,-73.34983612,Paumanack III,78,5,JMD/Einsidler Management Corp.,,,,Suffolk,Preservation / Rehab,12/31/2008,Not in floodplain,HARBORFIELDS CSD,580406,639068.5017171975,4524996.082173588
1916,"313-332 Duncan Elder Drive , East Northport, 11740",20,Paumanack Village III Owner L.P.,NY-10-90023,,NA,36103111503,10,2,1,40.8642034,-73.34983144,Paumanack III,78,5,JMD/Einsidler Management Corp.,,,,Suffolk,Preservation / Rehab,12/31/2008,Not in floodplain,HARBORFIELDS CSD,580406,639068.9544180015,4524992.997879801
1917,"330 Riverdale Ave, Yonkers, 10705",137,"326 Riverdale Owners, LLC",NY-12-90011,,NA,36119000204,89,35,16,40.921499,-73.900599,330 Riverdale Avenue Apartments,137,1,"Dolphin Property Services, LLC",,,,Westchester,New Construction,6/29/2011,Not in floodplain,YONKERS CITY SD,662300,592571.7395686483,4530624.558168115
1920,"700 Paumanack Village Dr, Greenlawn, 11740",11,Paumanack Village II Owner L.P.,NY-10-90093,,NA,36103111503,10,2,1,40.86615607,-73.35100064,Paumanack II,125,12,JMD/Einsidler Management Corp.,,,,Suffolk,Preservation / Rehab,12/30/2009,Not in floodplain,HARBORFIELDS CSD,580406,638966.3323286833,4525207.914103647
1920,"800 Paumanack Village Dr, Greenlawn, 11740",6,Paumanack Village II Owner L.P.,NY-10-90094,,NA,36103111503,10,2,1,40.86608097,-73.35040104,Paumanack II,125,12,JMD/Einsidler Management Corp.,,,,Suffolk,Preservation / Rehab,12/30/2009,Not in floodplain,HARBORFIELDS CSD,580406,639017.0216267051,4525200.5289858375
1920,"900 Paumanack Village Dr, Greenlawn, 11740",12,Paumanack Village II Owner L.P.,NY-10-90095,,NA,36103111503,10,2,1,40.86585934,-73.34996057,Paumanack II,125,12,JMD/Einsidler Management Corp.,,,,Suffolk,Preservation / Rehab,12/30/2009,Not in floodplain,HARBORFIELDS CSD,580406,639054.606683084,4525176.624608195
1920,"1000 Paumanack Village Dr, Greenlawn, 11740",12,Paumanack Village II Owner L.P.,NY-10-90096,,NA,36103111503,10,2,1,40.86543559,-73.34974831,Paumanack II,125,12,JMD/Einsidler Management Corp.,,,,Suffolk,Preservation / Rehab,12/30/2009,Not in floodplain,HARBORFIELDS CSD,580406,639073.3820521528,4525129.9197771195
1920,"1100 Paumanack Village Dr, Greenlawn, 11740",8,Paumanack Village II Owner L.P.,NY-10-90097,,NA,36103111503,10,2,1,40.86497324,-73.3495778,Paumanack II,125,12,JMD/Einsidler Management Corp.,,,,Suffolk,Preservation / Rehab,6/29/2010,Not in floodplain,HARBORFIELDS CSD,580406,639088.7198194189,4525078.86353291
1920,"1200 Paumanack Village Dr, Greenlawn, 11740",12,Paumanack Village II Owner L.P.,NY-10-90098,,NA,36103111503,10,2,1,40.86486876,-73.34962268,Paumanack II,125,12,JMD/Einsidler Management Corp.,,,,Suffolk,Preservation / Rehab,12/30/2009,Not in floodplain,HARBORFIELDS CSD,580406,639085.1560733388,4525067.1935279835
1920,"1300 Paumanack Village Dr, Greenlawn, 11740",12,Paumanack Village II Owner L.P.,NY-10-90099,,NA,36103111503,10,2,1,40.86480727,-73.34971925,Paumanack II,125,12,JMD/Einsidler Management Corp.,,,,Suffolk,Preservation / Rehab,6/29/2010,Not in floodplain,HARBORFIELDS CSD,580406,639077.1460075856,4525060.2138800975
1920,"1400 Paumanack Village Dr, Greenlawn, 11740",8,Paumanack Village II Owner L.P.,NY-10-90100,,NA,36103111503,10,2,1,40.86478553,-73.34987726,Paumanack II,125,12,JMD/Einsidler Management Corp.,,,,Suffolk,Preservation / Rehab,6/29/2010,Not in floodplain,HARBORFIELDS CSD,580406,639063.8746927311,4525057.549431424
1920,"1500 Paumanack Village Dr, Greenlawn, 11740",12,Paumanack Village II Owner L.P.,NY-10-90101,,NA,36103111503,10,2,1,40.86472139,-73.35048865,Paumanack II,125,12,JMD/Einsidler Management Corp.,,,,Suffolk,Preservation / Rehab,12/30/2009,Not in floodplain,HARBORFIELDS CSD,580406,639012.4819642865,4525049.457998291
1920,"1600 Paumanack Village Dr, Greenlawn, 11740",12,Paumanack Village II Owner L.P.,NY-10-90102,,NA,36103111503,10,2,1,40.86463077,-73.35148398,Paumanack II,125,12,JMD/Einsidler Management Corp.,,,,Suffolk,Preservation / Rehab,12/30/2009,Not in floodplain,HARBORFIELDS CSD,580406,638928.7866357386,4525037.817915909
1920,"1700 Paumanack Village Dr, Greenlawn, 11740",8,Paumanack Village II Owner L.P.,NY-10-90103,,NA,36103111503,10,2,1,40.86478036,-73.35184437,Paumanack II,125,12,JMD/Einsidler Management Corp.,,,,Suffolk,Preservation / Rehab,6/29/2010,Not in floodplain,HARBORFIELDS CSD,580406,638898.1008917175,4525053.852572315
1920,"1800 Paumanack Village Dr, Greenlawn, 11740",12,Paumanack Village II Owner L.P.,NY-10-90104,,NA,36103111503,10,2,1,40.86520511,-73.35199742,Paumanack II,125,12,JMD/Einsidler Management Corp.,,,,Suffolk,Preservation / Rehab,12/30/2009,Not in floodplain,HARBORFIELDS CSD,580406,638884.3144818573,4525100.762768082
1921,"45-25 Kissena Boulevard, Flushing, 11355",135,"Self Help KI & KII Associates, LLC",NY-09-90055,4052000052,4117390,36081120500,25,16,6,40.751886,-73.820131,SELFHELP (KI-KII) ASSOC LLC,424,2,Douglas Elliman Property Management,,,,Queens,Preservation / Rehab,10/28/2009,Not in floodplain,NYC GEOG DIST #25 - QUEENS,342500,599601.0135239293,4511884.144726248
1921,"137-47 45th Ave, Flushing, 11355",289,"Self Help KI & KII Associates, LLC",NY-09-90056,4051450081,4583520,36081084500,25,16,6,40.75204,-73.822139,SELFHELP (KI-KII) ASSOC LLC,424,2,Douglas Elliman Property Management,,,,Queens,Preservation / Rehab,10/28/2009,Not in floodplain,NYC GEOG DIST #25 - QUEENS,342500,599431.2711404392,4511898.9629232
1924,"220 W. 133rd Street, New York, 10030",200,"Phillip's Senior House, LLC",NY-14-90037,1019380050,1058795,36061022600,70,30,13,40.814717,-73.946702,Philip's Senior House,200,1,"Dalton Management Company, LLC",,,,New York,Preservation / Rehab,12/30/2013,Not in floodplain,NYC GEOG DIST # 5 - MANHATTAN,310500,588832.3138169508,4518722.948331916
1925,"143 Himrod Street, Brooklyn, 11211",60,Goodwin Himrod Associates LP,NY-09-90049,3032660045,3393892,36047042100,53,18,7,40.697359,-73.922719,Goodwin Place for the Elderly HDFC,160,2,Riseboro Management Corporation,,,,Kings,Preservation / Rehab,12/31/2009,Not in floodplain,NYC GEOG DIST #32 - BROOKLYN,333200,591014.940273738,4505719.888807471
1925,"55 Goodwin Place, Brooklyn, 11211",100,Goodwin Himrod Associates LP,NY-09-90048,3032940042,3319576,36047039500,53,18,7,40.691422,-73.923205,Goodwin Place for the Elderly HDFC,160,2,Riseboro Management Corporation,,,,Kings,Preservation / Rehab,12/31/2009,Not in floodplain,NYC GEOG DIST #32 - BROOKLYN,333200,590981.9562805467,4505060.339481108
1929,"20 Terry Street, Patchogue, 11772",45,Artspace Patchogue Lofts LP,NY-11-90034,,NA,36103158902,7,3,2,40.764129,-73.013253,Artspace Patchogue Lofts,45,1,JMD/Einsidler Management Corp.,,,,Suffolk,New Construction,1/16/2011,Not in floodplain,PATCHOGUE-MEDFORD UFSD,580224,667687.7185662971,4514472.409378446
1943,"2070 Adam Clayton Powell Jr Blvd, New York, 10027",160,"ADC/Ennis Francis Owner, L P",NY-14-90053,1019290029,1088475,36061022200,70,30,13,40.808003,-73.949213,Ennis Francis,220,2,"Prestige Management, Inc.",,,,New York,New Construction,1/2/2012,Not in floodplain,NYC GEOG DIST # 5 - MANHATTAN,310500,588629.4738632187,4517975.094689302
1943,"225 West 123rd Street, New York, 10027",60,"ADC/Ennis Francis Owner, L P",NY-14-90054,1019290017,1088671,36061022200,70,30,13,40.8082985,-73.95051475,Ennis Francis,220,2,"Prestige Management, Inc.",,,,New York,New Construction,6/7/2015,Not in floodplain,NYC GEOG DIST # 5 - MANHATTAN,310500,588519.282177808,4518006.582386169
1944,"5 Whelan Place, Yonkers, 10701",28,"Mulford I, L.P.",NY-12-90013,,NA,36119000501,90,35,16,40.94066115,-73.88866984,Grant Park,100,4,Winn Residential,,,,Westchester,New Construction,10/27/2011,Not in floodplain,YONKERS CITY SD,662300,593549.181421743,4532764.4656370105
1944,"1 Whelan Place, Yonkers, 10701",28,"Mulford I, L.P.",NY-12-90012,,NA,36119000501,90,35,16,40.94035893,-73.88830225,Grant Park,100,4,Winn Residential,,,,Westchester,New Construction,12/13/2011,Not in floodplain,YONKERS CITY SD,662300,593580.5514592389,4532731.309197739
1944,"9 Vineyard Place, Yonkers, 10701",15,"Mulford I, L.P.",NY-12-90015,,NA,36119000501,90,35,16,40.93997517,-73.8882972,Grant Park,100,4,Winn Residential,,,,Westchester,New Construction,10/27/2011,Not in floodplain,YONKERS CITY SD,662300,593581.5182781953,4532688.712896871
1944,"9 Whelan Place, Yonkers, 10701",29,"Mulford I, L.P.",NY-12-90014,,NA,36119000501,90,35,16,40.94057757,-73.88921293,Grant Park,100,4,Winn Residential,,,,Westchester,New Construction,12/13/2011,Not in floodplain,YONKERS CITY SD,662300,593503.5824355313,4532754.606317511
1948,"1 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90179,,NA,36055013203,138,56,25,43.053687,-77.611852,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,1/27/2011,Not in floodplain,RUSH-HENRIETTA CSD,261701,287292.57189824595,4770087.638117491
1948,"2 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90180,,NA,36055013203,138,56,25,43.05350251,-77.61233241,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,1/27/2011,Not in floodplain,RUSH-HENRIETTA CSD,261701,287252.8075765531,4770068.36773062
1948,"3 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90181,,NA,36055013203,138,56,25,43.05304981,-77.61214545,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,1/27/2011,Not in floodplain,RUSH-HENRIETTA CSD,261701,287266.4683923075,4770017.617814769
1948,"4 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90182,,NA,36055013203,138,56,25,43.05320175,-77.61153998,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,1/27/2011,Not in floodplain,RUSH-HENRIETTA CSD,261701,287316.3057526663,4770032.956212007
1948,"5 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90183,,NA,36055013203,138,56,25,43.05281917,-77.61183252,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,12/12/2010,Not in floodplain,RUSH-HENRIETTA CSD,261701,287291.1570174855,4769991.209823207
1948,"6 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90184,,NA,36055013203,138,56,25,43.05276417,-77.61124263,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,12/12/2010,Not in floodplain,RUSH-HENRIETTA CSD,261701,287339.0100608269,4769983.605708132
1948,"7 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90185,,NA,36055013203,138,56,25,43.0539425,-77.61129771,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,9/21/2010,Not in floodplain,RUSH-HENRIETTA CSD,261701,287338.59853365686,4770114.607564409
1948,"8 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90186,,NA,36055013203,138,56,25,43.05409687,-77.61078722,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,9/21/2010,Not in floodplain,RUSH-HENRIETTA CSD,261701,287380.70798904344,4770130.457124731
1948,"9 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90187,,NA,36055013203,138,56,25,43.05371214,-77.61061225,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,10/28/2010,Not in floodplain,RUSH-HENRIETTA CSD,261701,287393.62802803586,4770087.286452134
1948,"10 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90188,,NA,36055013203,138,56,25,43.05339406,-77.61104566,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,10/28/2010,Not in floodplain,RUSH-HENRIETTA CSD,261701,287357.22998483217,4770053.060167332
1948,"11 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90189,,NA,36055013203,138,56,25,43.05304106,-77.61015282,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,7/1/2010,Not in floodplain,RUSH-HENRIETTA CSD,261701,287428.7260220145,4770011.593499484
1948,"12 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90190,,NA,36055013203,138,56,25,43.05311746,-77.6107402,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,10/28/2010,Not in floodplain,RUSH-HENRIETTA CSD,261701,287381.1515248857,4770021.567253543
1948,"13 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90191,,NA,36055013203,138,56,25,43.05262643,-77.61078755,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,12/12/2010,Not in floodplain,RUSH-HENRIETTA CSD,261701,287375.597615943,4769967.154820462
1948,"14 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90192,,NA,36055013203,138,56,25,43.05264289,-77.61016725,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,7/1/2010,Not in floodplain,RUSH-HENRIETTA CSD,261701,287426.1746011338,4769967.410382137
1948,"15 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90193,,NA,36055013203,138,56,25,43.05269962,-77.60969779,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,5/25/2010,Not in floodplain,RUSH-HENRIETTA CSD,261701,287464.60561734764,4769972.520845341
1948,"16 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90194,,NA,36055013203,138,56,25,43.05318315,-77.60970598,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,7/1/2010,Not in floodplain,RUSH-HENRIETTA CSD,261701,287465.6095043407,4770026.241145216
1948,"17 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90195,,NA,36055013203,138,56,25,43.05377955,-77.61015193,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,8/18/2010,Not in floodplain,RUSH-HENRIETTA CSD,261701,287431.3509403629,4770093.605969267
1948,"18 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90196,,NA,36055013203,138,56,25,43.05418732,-77.6103211,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,8/18/2010,Not in floodplain,RUSH-HENRIETTA CSD,261701,287418.9826902861,4770139.320622027
1948,"19 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90197,,NA,36055013203,138,56,25,43.05427537,-77.60971625,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,8/18/2010,Not in floodplain,RUSH-HENRIETTA CSD,261701,287468.5474927365,4770147.566208231
1948,"20 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90198,,NA,36055013203,138,56,25,43.05385027,-77.60953744,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,8/18/2010,Not in floodplain,RUSH-HENRIETTA CSD,261701,287481.64127372636,4770099.902603888
1948,"21 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90199,,NA,36055013203,138,56,25,43.05363232,-77.60918779,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,4/22/2010,Not in floodplain,RUSH-HENRIETTA CSD,261701,287509.3647907305,4770074.811683887
1948,"22 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90200,,NA,36055013203,138,56,25,43.05423905,-77.60928153,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,4/22/2010,Not in floodplain,RUSH-HENRIETTA CSD,261701,287503.8266511751,4770142.431013121
1948,"23 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90201,,NA,36055013203,138,56,25,43.05416406,-77.60872311,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,4/22/2010,Not in floodplain,RUSH-HENRIETTA CSD,261701,287549.04670691944,4770132.68804172
1948,"24 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90202,,NA,36055013203,138,56,25,43.0530466,-77.6090523,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,5/25/2010,Not in floodplain,RUSH-HENRIETTA CSD,261701,287518.37598081795,4770009.419905686
1948,"25 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90203,,NA,36055013203,138,56,25,43.05264591,-77.60908643,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,5/25/2010,Not in floodplain,RUSH-HENRIETTA CSD,261701,287514.21197671315,4769965.006823171
1948,"26 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90204,,NA,36055013203,138,56,25,43.05275562,-77.60865276,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,1/31/2010,Not in floodplain,RUSH-HENRIETTA CSD,261701,287549.91101497435,4769976.092258081
1948,"27 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90205,,NA,36055013203,138,56,25,43.0532222,-77.60867326,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,1/31/2010,Not in floodplain,RUSH-HENRIETTA CSD,261701,287549.8531105025,4770027.96130934
1948,"28 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90206,,NA,36055013203,138,56,25,43.05386067,-77.60831476,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,3/4/2010,Not in floodplain,RUSH-HENRIETTA CSD,261701,287581.25590404123,4770097.959978842
1948,"29 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90207,,NA,36055013203,138,56,25,43.05372243,-77.60793947,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,3/4/2010,Not in floodplain,RUSH-HENRIETTA CSD,261701,287611.3432408287,4770081.656921186
1948,"30 Myrtlewood Drive, Henrietta, 14467",4,Stonewood Village LLC,NY-09-90208,,NA,36055013203,138,56,25,43.0532426,-77.6080905,Stonewood Village - 1362,188,33,,,,,Monroe,Preservation / Rehab,3/4/2010,Not in floodplain,RUSH-HENRIETTA CSD,261701,287597.3857611947,4770028.750785099
