HFA ID,Address,Building Units,Owner Name,HUD LIHTC ID,BBL / Parcel ID,BIN (NYC DOB),Census Tract (2020),Assembly District,State Senate District,Congressional District,latitude,longitude,Property name,Total Project Units,Number of buildings in project,Management name,Contact address,Contact phone,Contact email,County,New Construction / Rehab,Placed-in-Service date,Floodplain 100-yr / 500-yr flag,School district name,School district SDL code,x,y
1276,"400 East 84th Street, New York, 10028",180,400 East 84th Street,NY-98-90001,1015630004,1085139,36061013604,76,28,12,40.775247,-73.950151,400 East 84th Street (The Strathmore),180,1,,,,,New York,New Construction,3/31/1997,Not in floodplain,NYC GEOG DIST # 2 - MANHATTAN,310200,588593.8891735944,4514337.961165237
1278,"225 East 6th Street, New York, 10003",86,225 East 6th LLC,NY-97-90033,1004620035,1084755,36061003800,66,27,10,40.727931,-73.989661,Village East,86,1,ABRO Management,,,,New York,New Construction,10/29/1997,Not in floodplain,NYC GEOG DIST # 1 - MANHATTAN,310100,585320.1624305417,4509046.387628575
1358,"100 OLD HARBOR DR, HALFMOON, 12065",12,"Plant Road Associates, LP",NY-99-90001,,NA,36091062409,112,44,20,42.84038888,-73.73750021,Landings,240,21,Cambridge Management,,,,Saratoga,New Construction,3/31/1998,Not in floodplain,SHENENDEHOWA CSD,520302,603170.8778409107,4743863.456726893
1358,"200 LOOKOUT LN, HALFMOON, 12065",12,"Plant Road Associates, LP",NY-99-90002,,NA,36091062409,112,44,20,42.84136922,-73.73781681,Landings,240,21,Cambridge Management,,,,Saratoga,New Construction,2/24/1998,Not in floodplain,SHENENDEHOWA CSD,520302,603143.374164993,4743971.933157884
1358,"300 OLD HARBOR DR, HALFMOON, 12065",12,"Plant Road Associates, LP",NY-99-90003,,NA,36091062409,112,44,20,42.84103066,-73.73775262,Landings,240,21,Cambridge Management,,,,Saratoga,New Construction,3/31/1998,Not in floodplain,SHENENDEHOWA CSD,520302,603149.1830044335,4743934.415578328
1358,"400 LOOKOUT LN, HALFMOON, 12065",12,"Plant Road Associates, LP",NY-99-90004,,NA,36091062409,112,44,20,42.84147086,-73.73819505,Landings,240,21,Cambridge Management,,,,Saratoga,New Construction,2/24/1998,Not in floodplain,SHENENDEHOWA CSD,520302,603112.2956315468,4743982.7569973115
1358,"500 OLD HARBOR DR, HALFMOON, 12065",12,"Plant Road Associates, LP",NY-99-90005,,NA,36091062409,112,44,20,42.84142238,-73.73765349,Landings,240,21,Cambridge Management,,,,Saratoga,New Construction,4/30/1998,Not in floodplain,SHENENDEHOWA CSD,520302,603156.6321000097,4743978.036396134
1358,"600 SCHOONER CT, HALFMOON, 12065",12,"Plant Road Associates, LP",NY-99-90006,,NA,36091062409,112,44,20,42.84214398,-73.73963374,Landings,240,21,Cambridge Management,,,,Saratoga,New Construction,2/1/1998,Not in floodplain,SHENENDEHOWA CSD,520302,602993.6089139613,4744055.745304009
1358,"1000 SCHOONER CT, HALFMOON, 12065",12,"Plant Road Associates, LP",NY-99-90010,,NA,36091062409,112,44,20,42.84169389,-73.7408595,Landings,240,21,Cambridge Management,,,,Saratoga,New Construction,12/14/1997,Not in floodplain,SHENENDEHOWA CSD,520302,602894.1889945959,4744004.266228359
1358,"1100 OLD HARBOR DR, HALFMOON, 12065",8,"Plant Road Associates, LP",NY-99-90011,,NA,36091062409,112,44,20,42.84227409,-73.73731695,Landings,240,21,Cambridge Management,,,,Saratoga,New Construction,6/4/1998,Not in floodplain,SHENENDEHOWA CSD,520302,603182.7163285778,4744073.028622535
1358,"1200 SCHOONER CT, HALFMOON, 12065",12,"Plant Road Associates, LP",NY-99-90012,,NA,36091062409,112,44,20,42.84171209,-73.74158555,Landings,240,21,Cambridge Management,,,,Saratoga,New Construction,1/1/1998,Not in floodplain,SHENENDEHOWA CSD,520302,602834.8268631686,4744005.400790049
1358,"1600 LOOKOUT LN, HALFMOON, 12065",12,"Plant Road Associates, LP",NY-99-90016,,NA,36091062409,112,44,20,42.84220388,-73.7397346,Landings,240,21,Cambridge Management,,,,Saratoga,New Construction,11/30/1997,Not in floodplain,SHENENDEHOWA CSD,520302,602985.2673099309,4744062.273737459
1358,"1800 LOOKOUT LN, HALFMOON, 12065",12,"Plant Road Associates, LP",NY-99-90017,,NA,36091062409,112,44,20,42.84252175,-73.74019894,Landings,240,21,Cambridge Management,,,,Saratoga,New Construction,11/30/1997,Not in floodplain,SHENENDEHOWA CSD,520302,602946.7944638699,4744097.004821838
1358,"1900 LOOKOUT LN, HALFMOON, 12065",12,"Plant Road Associates, LP",NY-99-90018,,NA,36091062409,112,44,20,42.84272301,-73.7403999,Landings,240,21,Cambridge Management,,,,Saratoga,New Construction,1/26/1998,Not in floodplain,SHENENDEHOWA CSD,520302,602930.0383166545,4744119.108651574
1358,"700 OLD HARBOR DR, HALFMOON, 12065",12,"Plant Road Associates, LP",NY-99-90007,,NA,36091062409,112,44,20,42.84199317,-73.73736604,Landings,240,21,Cambridge Management,,,,Saratoga,New Construction,3/31/1998,Not in floodplain,SHENENDEHOWA CSD,520302,603179.1723228191,4744041.773090667
1358,"800 SCHOONER DR, HALFMOON, 12065",12,"Plant Road Associates, LP",NY-99-90008,,NA,36091062409,112,44,20,42.8417165,-73.74012355,Landings,240,21,Cambridge Management,,,,Saratoga,New Construction,12/14/1997,Not in floodplain,SHENENDEHOWA CSD,520302,602954.2924077167,4744007.676116164
1358,"900 OLD HARBOR DR, HALFMOON, 12065",8,"Plant Road Associates, LP",NY-99-90009,,NA,36091062409,112,44,20,42.84226796,-73.73729417,Landings,240,21,Cambridge Management,,,,Saratoga,New Construction,6/4/1998,Not in floodplain,SHENENDEHOWA CSD,520302,603184.5880686142,4744072.375803295
1358,"2000 LOOKOUT LN, HALFMOON, 12065",12,"Plant Road Associates, LP",NY-99-90019,,NA,36091062409,112,44,20,42.84295867,-73.74049457,Landings,240,21,Cambridge Management,,,,Saratoga,New Construction,11/2/1998,Not in floodplain,SHENENDEHOWA CSD,520302,602921.9108843849,4744145.162397307
1358,"2100 LOOKOUT LN, HALFMOON, 12065",12,"Plant Road Associates, LP",NY-99-90020,,NA,36091062409,112,44,20,42.84228975,-73.73964167,Landings,240,21,Cambridge Management,,,,Saratoga,New Construction,11/17/1997,Not in floodplain,SHENENDEHOWA CSD,520302,602992.7187212915,4744071.92297397
1358,"2200 MARINA DR, HALFMOON, 12065",12,"Plant Road Associates, LP",NY-99-90021,,NA,36091062409,112,44,20,42.8431397,-73.74084177,Landings,240,21,Cambridge Management,,,,Saratoga,New Construction,10/27/1997,Not in floodplain,SHENENDEHOWA CSD,520302,602893.2382289864,4744164.841176241
1358,"1300 LOOKOUT LN, HALFMOON, 12065",12,"Plant Road Associates, LP",NY-99-90013,,NA,36091062409,112,44,20,42.84147706,-73.73778887,Landings,240,21,Cambridge Management,,,,Saratoga,New Construction,2/19/1998,Not in floodplain,SHENENDEHOWA CSD,520302,603145.4779858042,4743983.942704658
1358,"1400 SCHOONER CT, HALFMOON, 12065",12,"Plant Road Associates, LP",NY-99-90014,,NA,36091062409,112,44,20,42.84180727,-73.74068805,Landings,240,21,Cambridge Management,,,,Saratoga,New Construction,1/25/1998,Not in floodplain,SHENENDEHOWA CSD,520302,602908.0114852538,4744017.066182788
1358,"1500 LOOKOUT LN, HALFMOON, 12065",8,"Plant Road Associates, LP",NY-99-90015,,NA,36091062409,112,44,20,42.84199079,-73.73895982,Landings,240,21,Cambridge Management,,,,Saratoga,New Construction,4/6/1998,Not in floodplain,SHENENDEHOWA CSD,520302,603048.9350892976,4744039.558077526
1359,"100 TARRYHILL WAY, White Plains, 10603",20,"Tarryhill Associates, L.P.",NY-95-90017,,NA,36119010901,92,35,16,41.0500915,-73.79563301,Tarryhill,87,6,"Bergman, Jeffrey ",,,,Westchester,New Construction,12/29/1997,Not in floodplain,GREENBURGH CSD,660407,601213.4253902244,4545016.365170167
1359,"200 TARRYHILL WAY, White Plains, 10603",12,"Tarryhill Associates, L.P.",NY-95-90018,,NA,36119010901,92,35,16,41.05026738,-73.79508389,Tarryhill,87,6,"Bergman, Jeffrey ",,,,Westchester,New Construction,12/29/1997,Not in floodplain,GREENBURGH CSD,660407,601259.3039703417,4545036.527577566
1359,"300 TARRYHILL WAY, White Plains, 10603",10,"Tarryhill Associates, L.P.",NY-95-90019,,NA,36119010901,92,35,16,41.0498628,-73.79526362,Tarryhill,87,6,"Bergman, Jeffrey ",,,,Westchester,New Construction,12/29/1997,Not in floodplain,GREENBURGH CSD,660407,601244.8197156722,4544991.404963525
1359,"400 TARRYHILL WAY, White Plains, 10603",15,"Tarryhill Associates, L.P.",NY-95-90020,,NA,36119010901,92,35,16,41.04956146,-73.79534677,Tarryhill,87,6,"Bergman, Jeffrey ",,,,Westchester,New Construction,12/29/1997,Not in floodplain,GREENBURGH CSD,660407,601238.293700718,4544957.85553911
1359,"500 TARRYHILL WAY, White Plains, 10603",10,"Tarryhill Associates, L.P.",NY-95-90021,,NA,36119010901,92,35,16,41.04963163,-73.79450807,Tarryhill,87,6,"Bergman, Jeffrey ",,,,Westchester,New Construction,12/29/1997,Not in floodplain,GREENBURGH CSD,660407,601308.6713185795,4544966.619089137
1359,"600 TARRYHILL WAY, White Plains, 10603",20,"Tarryhill Associates, L.P.",NY-95-90022,,NA,36119010901,92,35,16,41.04992359,-73.7943491,Tarryhill,87,6,"Bergman, Jeffrey ",,,,Westchester,New Construction,12/29/1997,Not in floodplain,GREENBURGH CSD,660407,601321.5833561916,4544999.215336909
1360,"1 Union Square South, New York, 10003",240,"14th St. Associates, LP",NY-00-90011,1005659021,1087083,36061006100,66,27,10,40.734358,-73.990133,Union Square South,240,1,Related Management,,,,New York,New Construction,6/30/1998,Not in floodplain,NYC GEOG DIST # 2 - MANHATTAN,310200,585272.0967751136,4509759.370381002
1368,"55 East Bridge Street, Saugerties, 12477",89,East Bridge Street Associates  L.P.,NY-98-90003,,NA,36111950200,103,41,19,42.071192,-73.945842,Mills at Saugerties,89,1,"A-1 Realty Management, Inc   ",,,,Ulster,New Construction,3/4/2000,Not in floodplain,SAUGERTIES CSD,621601,587205.9914431524,4658218.209807297
1376,"221 West 135th Street, New York, 10030",10,"135th Street Associates, L.P.",NY-97-10152,1019410018,1058882,36061022800,70,30,13,40.816092,-73.944833,221W 135th Street (The Strathmore) (inclusionary Units Only),10,1,,,,,New York,New Construction,3/31/1997,Not in floodplain,NYC GEOG DIST # 5 - MANHATTAN,310500,588988.1053323918,4518877.481222451
1382,"250 West 50th Street, New York, 10025",550,ASN 50th Street LLC,NY-00-90001,1010210001,1085498,36061012500,75,28,12,40.761885,-73.985413,Avalon Midtown West,550,1,"AvalonBay Communities, Inc.",,,,New York,New Construction,8/11/1998,Not in floodplain,NYC GEOG DIST # 2 - MANHATTAN,310200,585635.3316708453,4512819.661746384
1392,"90 Grand Street, Newburgh, 12550",65,Washington Partners Associates LP,NY-97-90001,,NA,36071000400,104,39,18,41.502285,-74.009165,Hudson Pointe Apartments,65,1,Broad Management Group,,,,Orange,New Construction,10/21/1998,Not in floodplain,NEWBURGH CITY SD,441600,582695.4375255832,4594991.747366881
1394,"41 River Terrace, New York, 10282",340,"Tibeca Landing, LLC",NY-00-90015,1000160215,1084587,36061031703,61,27,10,40.718164,-74.014617,Tribeca Landing,340,1,Rockrose Development Corporation,,,,New York,New Construction,11/30/1998,Not in floodplain,NYC GEOG DIST # 2 - MANHATTAN,310200,583224.8358940736,4507938.23538251
1395,"400 Chambers St, New York, 10282",396,"BPC Associates, LP",NY-00-90013,1000160200,1085774,36061031703,61,27,10,40.717912,-74.014753,Tribeca Park,396,1,"RA Management, LLC",,,,New York,New Construction,5/30/1999,,NYC GEOG DIST # 2 - MANHATTAN,310200,583213.6630719184,4507910.132866017
1400,"1-8 Robin Dr, Middle Island, 11953",8,Avanath Eagle LLC,NY-97-90014,,NA,36103158310,2,3,1,40.88487573,-72.95931322,Eagle View Court,150,19,Avanath Realty,,,,Suffolk,New Construction,11/16/1998,Not in floodplain,LONGWOOD CSD,580212,671928.4348714479,4527981.810759012
1400,"9-16 Robin Dr, Middle Island, 11953",8,Avanath Eagle LLC,NY-97-90015,,NA,36103158310,2,3,1,40.88487642,-72.95876778,Eagle View Court,150,19,Avanath Realty,,,,Suffolk,New Construction,11/16/1998,Not in floodplain,LONGWOOD CSD,580212,671974.3893767236,4527982.959321458
1400,"17-24 Robin Dr, Middle Island, 11953",8,Avanath Eagle LLC,NY-97-90016,,NA,36103158310,2,3,1,40.88494788,-72.95822634,Eagle View Court,150,19,Avanath Realty,,,,Suffolk,New Construction,11/30/1998,Not in floodplain,LONGWOOD CSD,580212,672019.8235253693,4527991.9570139535
1400,"25-32 Robin Dr, Middle Island, 11953",8,Avanath Eagle LLC,NY-97-90017,,NA,36103158310,2,3,1,40.88522879,-72.95793264,Eagle View Court,150,19,Avanath Realty,,,,Suffolk,New Construction,11/30/1998,Not in floodplain,LONGWOOD CSD,580212,672043.8414958102,4528023.7204231
1400,"33-40 Robin Dr, Middle Island, 11953",8,Avanath Eagle LLC,NY-97-90018,,NA,36103158310,2,3,1,40.88556954,-72.95806243,Eagle View Court,150,19,Avanath Realty,,,,Suffolk,New Construction,12/29/1998,Not in floodplain,LONGWOOD CSD,580212,672032.0232147078,4528061.294426797
1400,"41-48 Robin Dr, Middle Island, 11953",8,Avanath Eagle LLC,NY-97-90019,,NA,36103158310,2,3,1,40.88560118,-72.95879431,Eagle View Court,150,19,Avanath Realty,,,,Suffolk,New Construction,12/29/1998,Not in floodplain,LONGWOOD CSD,580212,671970.2770333791,4528063.368210037
1400,"89-96 Robin Dr, Middle Island, 11953",8,Avanath Eagle LLC,NY-97-90025,,NA,36103158310,2,3,1,40.88305397,-72.95736651,Eagle View Court,150,19,Avanath Realty,,,,Suffolk,New Construction,6/15/1999,Not in floodplain,LONGWOOD CSD,580212,672097.1771410824,4527783.39076169
1400,"135-142 Robin Dr, Middle Island, 11953",8,Avanath Eagle LLC,NY-97-90031,,NA,36103158310,2,3,1,40.8818437,-72.9574781,Eagle View Court,150,19,Avanath Realty,,,,Suffolk,New Construction,8/9/1999,Not in floodplain,LONGWOOD CSD,580212,672090.9111235515,4527648.81018557
1400,"49-56 Robin Dr, Middle Island, 11953",8,Avanath Eagle LLC,NY-97-90020,,NA,36103158310,2,3,1,40.88503656,-72.95927276,Eagle View Court,150,19,Avanath Realty,,,,Suffolk,New Construction,12/29/1998,Not in floodplain,LONGWOOD CSD,580212,671931.4274155067,4527999.745206878
1400,"57-64 Robin Dr, Middle Island, 11953",8,Avanath Eagle LLC,NY-97-90021,,NA,36103158310,2,3,1,40.88452568,-72.95927443,Eagle View Court,150,19,Avanath Realty,,,,Suffolk,New Construction,12/29/1998,Not in floodplain,LONGWOOD CSD,580212,671932.6095067062,4527943.025317038
1400,"65-72 Robin Dr, Middle Island, 11953",8,Avanath Eagle LLC,NY-97-90022,,NA,36103158310,2,3,1,40.88411887,-72.95886414,Eagle View Court,150,19,Avanath Realty,,,,Suffolk,New Construction,3/14/1999,Not in floodplain,LONGWOOD CSD,580212,671968.2323934465,4527898.6686346065
1400,"73-80 Robin Dr, Middle Island, 11953",8,Avanath Eagle LLC,NY-97-90023,,NA,36103158310,2,3,1,40.88390172,-72.95821485,Eagle View Court,150,19,Avanath Realty,,,,Suffolk,New Construction,3/23/1999,Not in floodplain,LONGWOOD CSD,580212,672023.5017804595,4527875.837557012
1400,"81-88 Robin Dr, Middle Island, 11953",8,Avanath Eagle LLC,NY-97-90024,,NA,36103158310,2,3,1,40.8836044,-72.95762743,Eagle View Court,150,19,Avanath Realty,,,,Suffolk,New Construction,3/23/1999,Not in floodplain,LONGWOOD CSD,580212,672073.7662907053,4527843.98493363
1400,"143-150 Robin Dr, Middle Island, 11953",8,Avanath Eagle LLC,NY-97-90032,,NA,36103158310,2,3,1,40.88171455,-72.95744372,Eagle View Court,150,19,Avanath Realty,,,,Suffolk,New Construction,2/22/1999,Not in floodplain,LONGWOOD CSD,580212,672094.1426405915,4527634.539901487
1400,"97-104 Robin Dr, Middle Island, 11953",8,Avanath Eagle LLC,NY-97-90026,,NA,36103158310,2,3,1,40.88250622,-72.95761202,Eagle View Court,150,19,Avanath Realty,,,,Suffolk,New Construction,6/15/1999,Not in floodplain,LONGWOOD CSD,580212,672077.9103768119,4527722.098081941
1400,"105-112 Robin Dr, Middle Island, 11953",8,Avanath Eagle LLC,NY-97-90027,,NA,36103158310,2,3,1,40.88232193,-72.95770487,Eagle View Court,150,19,Avanath Realty,,,,Suffolk,New Construction,6/7/1999,Not in floodplain,LONGWOOD CSD,580212,672070.5644957465,4527701.456074939
1400,"113-118 Robin Dr, Middle Island, 11953",6,Avanath Eagle LLC,NY-97-90028,,NA,36103158310,2,3,1,40.88219679,-72.95761826,Eagle View Court,150,19,Avanath Realty,,,,Suffolk,New Construction,6/14/1999,Not in floodplain,LONGWOOD CSD,580212,672078.1864077621,4527687.733679924
1400,"119-126 Robin Dr, Middle Island, 11953",8,Avanath Eagle LLC,NY-97-90029,,NA,36103158310,2,3,1,40.88210321,-72.95757643,Eagle View Court,150,19,Avanath Realty,,,,Suffolk,New Construction,8/9/1999,Not in floodplain,LONGWOOD CSD,580212,672081.9534471235,4527677.426933195
1400,"127-134 Robin Dr, Middle Island, 11953",8,Avanath Eagle LLC,NY-97-90030,,NA,36103158310,2,3,1,40.88197843,-72.95752067,Eagle View Court,150,19,Avanath Realty,,,,Suffolk,New Construction,8/9/1999,Not in floodplain,LONGWOOD CSD,580212,672086.9750748642,4527663.683840627
1402,"1145 Middle Road, Riverhead, 11901",16,"Riverhead Landing Apartments, L.P.",NY-97-90002,,NA,36103169705,2,1,1,40.934501,-72.697925,Riverhead Landing I,156,10,Whitney Management Corp,,,,Suffolk,New Construction,3/21/1999,Not in floodplain,RIVERHEAD CSD,580602,693807.0445480159,4534037.816090067
1402,"1145 Middle Road, Riverhead, 11901",16,"Riverhead Landing Apartments, L.P.",NY-97-90003,,NA,36103169705,2,1,1,40.934501,-72.697925,Riverhead Landing I,156,10,Whitney Management Corp,,,,Suffolk,New Construction,3/21/1999,Not in floodplain,RIVERHEAD CSD,580602,693807.0445480159,4534037.816090067
1402,"1145 Middle Road, Riverhead, 11901",16,"Riverhead Landing Apartments, L.P.",NY-97-90004,,NA,36103169705,2,1,1,40.934501,-72.697925,Riverhead Landing I,156,10,Whitney Management Corp,,,,Suffolk,New Construction,4/29/1999,Not in floodplain,RIVERHEAD CSD,580602,693807.0445480159,4534037.816090067
1402,"1145 Middle Road, Riverhead, 11901",16,"Riverhead Landing Apartments, L.P.",NY-97-90005,,NA,36103169705,2,1,1,40.934501,-72.697925,Riverhead Landing I,156,10,Whitney Management Corp,,,,Suffolk,New Construction,7/6/1999,Not in floodplain,RIVERHEAD CSD,580602,693807.0445480159,4534037.816090067
1402,"1145 Middle Road, Riverhead, 11901",16,"Riverhead Landing Apartments, L.P.",NY-97-90006,,NA,36103169705,2,1,1,40.934501,-72.697925,Riverhead Landing I,156,10,Whitney Management Corp,,,,Suffolk,New Construction,6/29/1999,Not in floodplain,RIVERHEAD CSD,580602,693807.0445480159,4534037.816090067
1402,"1145 Middle Road, Riverhead, 11901",16,"Riverhead Landing Apartments, L.P.",NY-97-90007,,NA,36103169705,2,1,1,40.934501,-72.697925,Riverhead Landing I,156,10,Whitney Management Corp,,,,Suffolk,New Construction,6/28/1999,Not in floodplain,RIVERHEAD CSD,580602,693807.0445480159,4534037.816090067
1402,"1145 Middle Road, Riverhead, 11901",16,"Riverhead Landing Apartments, L.P.",NY-97-90008,,NA,36103169705,2,1,1,40.934501,-72.697925,Riverhead Landing I,156,10,Whitney Management Corp,,,,Suffolk,New Construction,8/8/1999,Not in floodplain,RIVERHEAD CSD,580602,693807.0445480159,4534037.816090067
1402,"1145 Middle Road, Riverhead, 11901",16,"Riverhead Landing Apartments, L.P.",NY-97-90009,,NA,36103169705,2,1,1,40.934501,-72.697925,Riverhead Landing I,156,10,Whitney Management Corp,,,,Suffolk,New Construction,9/20/1999,Not in floodplain,RIVERHEAD CSD,580602,693807.0445480159,4534037.816090067
1402,"1145 Middle Road, Riverhead, 11901",12,"Riverhead Landing Apartments, L.P.",NY-97-90010,,NA,36103169705,2,1,1,40.934501,-72.697925,Riverhead Landing I,156,10,Whitney Management Corp,,,,Suffolk,New Construction,9/21/1999,Not in floodplain,RIVERHEAD CSD,580602,693807.0445480159,4534037.816090067
1402,"1145 Middle Road, Riverhead, 11901",16,"Riverhead Landing Apartments, L.P.",NY-97-90011,,NA,36103169705,2,1,1,40.934501,-72.697925,Riverhead Landing I,156,10,Whitney Management Corp,,,,Suffolk,New Construction,8/23/1999,Not in floodplain,RIVERHEAD CSD,580602,693807.0445480159,4534037.816090067
1404,"420 Stockholm Street, Brooklyn, 11237",35,Riseboro Management Corp.,NY-98-90002,3032610020,3074288,36047044300,53,18,7,40.705751,-73.916415,420 Stockholm Street HDFC,35,1,Ridgewood Bushwick Management Corp.,,,,Kings,New Construction,6/13/2000,100-year,NYC GEOG DIST #24 - QUEENS,342400,591536.0579524096,4506658.007071705
1412,"240 East 39th Street, New York, 10016",466,Glenwood Management Corp.,NY-00-90042,1009190014,1087340,36061007800,73,59,12,40.748107,-73.974382,Paramount Tower,466,1,Glenwood Management Corp.,,,,New York,New Construction,1/18/1999,Not in floodplain,NYC GEOG DIST # 2 - MANHATTAN,310200,586584.2833693769,4511301.0260951845
1418,"353 S Plank Rd, Newburgh, 12550",35,"Newburgh Seniors, LLC",NY-00-90011,,NA,36071010502,104,39,18,41.534078,-74.086741,Senior Horizons at Newburgh - 5233,70,2,,,,,Orange,New Construction,10/30/1999,Not in floodplain,NEWBURGH CITY SD,441600,576183.5501585286,4598450.1487654215
1418,"355 S Plank Rd, Newburgh, 12550",35,"Newburgh Seniors, LLC",NY-00-90012,,NA,36071010502,104,39,18,41.53369516,-74.08678643,Senior Horizons at Newburgh - 5233,70,2,,,,,Orange,New Construction,10/30/1999,Not in floodplain,NEWBURGH CITY SD,441600,576180.2096013835,4598407.605220424
1420,"225 8th Ave, New York, 10011",70,"Galileo Associates, LLC",NY-01-90002,1007457503,1087948,36061008900,75,47,12,40.744418,-73.999534,Galileo Associates LLC,98,3,"Dalton Management Co., LLC",,,,New York,New Construction,7/31/2000,Not in floodplain,NYC GEOG DIST # 2 - MANHATTAN,310200,584465.5469342965,4510867.012132702
1420,"301 W 21st Street, New York, 10011",13,"Galileo Associates, LLC",NY-01-90003,1007450032,1013305,36061008900,75,47,12,40.74424136,-73.99971222,Galileo Associates LLC,98,3,"Dalton Management Co., LLC",,,,New York,New Construction,3/7/2001,Not in floodplain,NYC GEOG DIST # 2 - MANHATTAN,310200,584450.7237215904,4510847.2323538065
1420,"303A W 21st Street, New York, 10011",15,"Galileo Associates, LLC",NY-01-90004,1007450031,1013304,36061008900,75,47,12,40.74431003,-73.99987796,Galileo Associates LLC,98,3,"Dalton Management Co., LLC",,,,New York,New Construction,5/8/2001,Not in floodplain,NYC GEOG DIST # 2 - MANHATTAN,310200,584436.6438169539,4510854.69576006
1422,"9 Gurley Ave, Troy, 12182",24,Diamond Rock Terrace I LLC & Diamond Rock Terrace II LLC,NY-97-90012,,NA,36083041400,108,43,20,42.774607,-73.665878,Diamond Rock Terrace I,117,3,Vesta Corporation,,,,Rensselaer,New Construction,9/27/1998,Not in floodplain,LANSINGBURGH CSD,490601,609139.4952455215,4736648.779490215
1422,"11 Gurley Ave, Troy, 12182",57,Diamond Rock Terrace I LLC & Diamond Rock Terrace II LLC,NY-97-90013,,NA,36083041400,108,43,20,42.77468486,-73.6652221,Diamond Rock Terrace I,117,3,Vesta Corporation,,,,Rensselaer,New Construction,10/29/1998,Not in floodplain,LANSINGBURGH CSD,490601,609193.0159110747,4736658.274409363
1422,"13 Gurley Ave, Troy, 12182",0,Diamond Rock Terrace I LLC & Diamond Rock Terrace II LLC,NY-02-10064,,NA,36083041400,108,43,20,42.77579212,-73.66474171,Diamond Rock Terrace I,117,3,Vesta Corporation,,,,Rensselaer,New Construction,10/31/2002,Not in floodplain,LANSINGBURGH CSD,490601,609230.3689563925,4736781.853532014
1423,"15 Gable Alley, Rochester, 14607",1,200 East Avenue Associates LP,NY-00-90016,,NA,36055009402,137,56,25,43.15747389,-77.59808156,Chevy Place,77,7,"Conifer Realty, LLC",,,,Monroe,New Construction,12/26/1999,Not in floodplain,ROCHESTER CITY SD,261600,288771.48664200585,4781579.175061453
1423,"9 Gable Alley, Rochester, 14607",1,200 East Avenue Associates LP,NY-00-90017,,NA,36055009402,137,56,25,43.15750837,-77.59822745,Chevy Place,77,7,"Conifer Realty, LLC",,,,Monroe,New Construction,12/26/1999,Not in floodplain,ROCHESTER CITY SD,261600,288759.74385975325,4781583.372539587
1423,"5 Gable Alley, Rochester, 14607",1,200 East Avenue Associates LP,NY-00-90018,,NA,36055009402,137,56,25,43.15754292,-77.59837325,Chevy Place,77,7,"Conifer Realty, LLC",,,,Monroe,New Construction,12/26/1999,Not in floodplain,ROCHESTER CITY SD,261600,288748.0086496518,4781587.577585474
1423,"26 Mathews Street, Rochester, 14607",1,200 East Avenue Associates LP,NY-00-90019,,NA,36055009402,137,56,25,43.15744253,-77.59849024,Chevy Place,77,7,"Conifer Realty, LLC",,,,Monroe,New Construction,9/30/1999,Not in floodplain,ROCHESTER CITY SD,261600,288738.1506436926,4781576.723653528
1423,"22 Mathews Street, Rochester, 14607",1,200 East Avenue Associates LP,NY-00-90020,,NA,36055009402,137,56,25,43.15735065,-77.59855224,Chevy Place,77,7,"Conifer Realty, LLC",,,,Monroe,New Construction,10/31/1999,Not in floodplain,ROCHESTER CITY SD,261600,288732.79293902835,4781566.676050262
1423,"14 Mathews Street, Rochester, 14607",1,200 East Avenue Associates LP,NY-00-90021,,NA,36055009402,137,56,25,43.15713793,-77.59865577,Chevy Place,77,7,"Conifer Realty, LLC",,,,Monroe,New Construction,10/15/1999,Not in floodplain,ROCHESTER CITY SD,261600,288723.64196844865,4781543.312922124
1423,"200 East Ave, Rochester, 14607",49,200 East Avenue Associates LP,NY-00-90022,,NA,36055009402,137,56,25,43.15669782,-77.59888559,Chevy Place,77,7,"Conifer Realty, LLC",,,,Monroe,New Construction,5/16/2000,Not in floodplain,ROCHESTER CITY SD,261600,288703.4387442012,4781495.014918057
1424,"345 East 94th Street, New York, 10128",208,"ESRT Chesapeake Owner, LLC",NY-00-90026,1015570025,1087329,36061015601,68,29,12,40.782171,-73.945945,345 East 94th Street,208,1,"Greystar Management, GREP 250N10, LLC",,,,New York,New Construction,10/31/1999,100-year,NYC GEOG DIST # 2 - MANHATTAN,310200,588939.5914869636,4515110.837121435
1426,"77 West 24th Street, New York, 10010",301,"Chelsea Associates, LLC",NY-02-90005,1008260001,1085951,36061005800,75,28,12,40.743999,-73.99191,"Chelsea Associates, LLC",301,1,"Rose Associates, Inc",,,,New York,New Construction,6/12/2000,Not in floodplain,NYC GEOG DIST # 2 - MANHATTAN,310200,585109.7564323902,4510827.864713183
1430,"1 Brookwood Lane, East Patchogue, 11772",87,"Patchogue Senior Apartments, LLC",NY-04-90001,,NA,36103159110,3,3,2,40.781949,-72.967673,Conifer Village at Patchogue,87,1,"Conifer Management, LLC",,,,Suffolk,New Construction,5/6/2003,Not in floodplain,SOUTH COUNTRY CSD,580235,671489.2064789219,4516538.849176027
1434,"70 Battery Place, New York, 10280",209,"BPC12 Associates L.L.C. and 70 Battery Park LLC 70 Battery Park II LLC 4611 Associates, LLC",NY-00-90014,1000160020,1085778,36061031704,61,27,10,40.707211,-74.017476,Riverwatch,209,1,Clipper Equity,,,,New York,New Construction,5/30/1999,500-year,NYC GEOG DIST # 2 - MANHATTAN,310200,582996.9639064601,4506719.676765348
