Property Name,Contract No.,Address,County,Agent name,Owner name,NYC flag,BIN (NYC DOB),BBL / Parcel ID,State Senate District (current),Assembly District (current),Congressional District (current),Tract GEOID (2020 Census),Floodplain flag,School district name,School district SDL code,latitude,longitude,Property Code,x,y
Bruckner Houses,NY360015106,"588 Timpson Pl, Bronx, 10455",Bronx,Bruckner Houses Management LLC,Timpson Place Associates,NYC,2004134,2026030073,29,84,14,36005008300,,NYC GEOG DIST # 8 - BRONX,320800,40.81191749,-73.9016484,800014877,592635.9745491093,4518458.81682467
Bryant Arms,NY360008003,"1107-1119 Bryant Ave, Bronx, 10459",Bronx,"Nelson Management Group, Ltd.",Bryant Avenue Associates I LP,NYC,2006155,2027510022,32,85,14,36005012701,,NYC GEOG DIST #12 - BRONX,321200,40.826473,-73.889212,800014878,593664.412081231,4520087.828409873
Buckingham Hall,NY36H110065,"769 Saint Marks Ave, Brooklyn, 11216",Kings,Park Management Inc,"Buckingham Hall Plaza, LLC",NYC,3030734,3012210001,20,43,9,36047031300,,NYC GEOG DIST #17 - BROOKLYN,331700,40.6751529,-73.94681293,800014880,589008.8525611655,4503230.191261326
Burns Apartments,NY068023025,"720 Federal St, Troy, 12180",Rensselaer,"TESCO Properties, Inc.",SNT Development Co.,ROS,,,43,108,20,36083040701,,TROY CITY SD,491700,42.73288403,-73.68433858,800014885,607701.5187085823,4731991.896599417
Burt Farms I,NY360006019,"103 Forester Ave, Warwick, 10990",Orange,RA Management LLC,"Warwick Senior Housing Associates, L.P.",ROS,,,42,98,18,36071014601,,WARWICK VALLEY CSD,442101,41.25464158,-74.35118284,800014886,554356.1234721697,4567228.265960327
Burt Farms II Senior Citizen,NY360019003,"105 Forester Ave, Warwick, 10990",Orange,RA Management LLC,"Burt Farms Preservation, L.P.",ROS,,,42,98,18,36071014601,,WARWICK VALLEY CSD,442101,41.25408789,-74.35099274,800014887,554372.5087606317,4567166.916817317
Burton Towers,NY360580201,"36 Cerone Pl, Newburgh, 12550",Orange,Community Housing Management Corporation,Burton Towers LLC,ROS,,,39,104,18,36071000600,,NEWBURGH CITY SD,441600,41.49839651,-74.03323521,800014888,580691.3326156818,4594537.299026168
Canton Grasse River Apts,NY020018002,"35 Riverside Dr, Canton, 13617",St. Lawrence,Village of Canton Housing Authority,Village of Canton Housing Authority,ROS,,,45,116,21,36089492100,,CANTON CSD,510201,44.59702682,-75.17383181,800014889,486203.7003355785,4938201.467891931
Winton Gardens Towers,NY06M000049,"2052 East Main Street, Rochester, 14609",Monroe,"Cedarwood Community Partners, LP","Cedarwood Community Partners, LP",ROS,,,55,136,25,36055006000,,ROCHESTER CITY SD,261600,43.16046989,-77.55606058,800014892,292198.17495716654,4781806.724327406
Conifer Village,NY020007003,"700 Conifer Drive, Baldwinsville, 13027",Onondaga,Housing Management Resources Inc.,"Baldwinsville Senior Housing Preservation, LLC",ROS,,,48,129,22,36067011700,,BALDWINSVILLE CSD,420901,43.14946355,-76.33832598,800014897,391179.37698330684,4778281.96032314
Country Club Apartments,NY020032020,"101 Village Blvd S, Baldwinsville, 13027",Onondaga,Housing Management Resources Inc.,Country Club Housing Associates LLC,ROS,,,48,129,22,36067011800,,BALDWINSVILLE CSD,420901,43.13178819,-76.31258474,800014898,393241.69333748484,4776285.938229791
Country View Apartments,NY06T801009,"87 E Church St, Adams, 13605",Jefferson,Christopher Community Inc,South Jefferson HDFC Inc,ROS,,,49,120,24,36045061802,,SOUTH JEFFERSON CSD,220101,43.80932637,-76.01224983,800014899,418584.1339713108,4851193.389438809
Cow Bay Green,NY36L000103,"2 Bay Green Ln, Port Washington, 11050",Nassau,"Cornell Pace, Inc",Cow Bay HDFC,ROS,,,7,16,3,36059301300,,PORT WASHINGTON UFSD,280404,40.84240096,-73.69322485,800014900,610164.5534307923,4522083.97987916
Cow Bay Green,NY36M000253,"2 Bay Green Ln, Port Washington, 11050",Nassau,"Cornell Pace, Inc",Cow Bay HDFC,ROS,,,7,16,3,36059301300,,PORT WASHINGTON UFSD,280404,40.84240096,-73.69322485,800014900,610164.5534307923,4522083.97987916
Cabs Elderly Housing,NY36T791041,"590 Dekalb Ave, Brooklyn, 11205",Kings,St. Nick's Alliance Corp,Cabs Senior Housing LP,NYC,3049616,3017780049,25,57,8,36047024100,,NYC GEOG DIST #13 - BROOKLYN,331300,40.6910166,-73.95274672,800014902,588486.3725616232,4504985.168236405
Cabs Houses,NY36L000001,"270 Pulaski St, Brooklyn, 11206",Kings,St Nicks Alliance Corp,270 Pulaski LP,NYC,3348297,3017770015,25,56,8,36047028100,,NYC GEOG DIST #16 - BROOKLYN,331600,40.69318248,-73.94118898,800014903,589460.0491783717,4505237.298096875
Cabs Houses,NY36M000178,"270 Pulaski St, Brooklyn, 11206",Kings,St Nicks Alliance Corp,270 Pulaski LP,NYC,3348297,3017770015,25,56,8,36047028100,,NYC GEOG DIST #16 - BROOKLYN,331600,40.69318248,-73.94118898,800014903,589460.0491783717,4505237.298096875
Calvary Baptist Church Senior Housing,NY36T861018,"160-60 Claude Ave, Jamaica, 11433",Queens,Shinda Management Corporation,CB Calvary 2020 L.P.,NYC,4264016,4121820080,14,32,5,36081026400,,NYC GEOG DIST #28 - QUEENS,342800,40.69089327,-73.78792232,800014905,602413.4897907217,4505150.527379386
Cambridge Square,NY060004002,"3180 Cambridge Sq S, Blasdell, 14219",Erie,"Gene B. Glick Company, Inc.","Cambridge Square of Hamburg, a Limited Partnership",ROS,,,60,149,23,36029012904,,WEST SENECA CSD,142801,42.79852141,-78.81054175,800014907,188378.20056411653,4745487.237549775
Canaan IV Towers,NY360004062,"95 Lenox Ave, New York, 10026",New York,"Dalton Management Company, LLC",Church Home Associates LP,NYC,1055038,1018240016,30,70,13,36061021800,,NYC GEOG DIST # 3 - MANHATTAN,310300,40.80117394,-73.9507182,800014910,588511.5878269719,4517215.490445899
Caparra La Nueva,NY368023035,"1760 Madison Ave, New York, 10029",New York,"CCP Management, LLC",1760 Madison LLC,NYC,1074185,1016210014,30,68,13,36061018400,,NYC GEOG DIST # 4 - MANHATTAN,310400,40.79962394,-73.94529928,800014911,588970.7753218354,4517048.91230928
Capitol Apartments,NY360011048,"840 8th Ave, New York, 10019",New York,ARCO Management Corporation,Fifty First Capitol Associates,NYC,1024813,1010220061,28,75,12,36061013100,,NYC GEOG DIST # 2 - MANHATTAN,310200,40.7625975,-73.98566011,800014913,585613.5599069756,4512898.513442728
Caribe Gardens,NY368023024,"175A Boerum St, Brooklyn, 11206",Kings,AMS Realty Company,Lindsay--Bushwick Associates,NYC,3327963,3030710010,18,53,7,36047049302,,NYC GEOG DIST #14 - BROOKLYN,331400,40.706383,-73.941949,800014915,589378.1856288755,4506701.868884252
Carmel Apartments,NY36T801023,"61 Carmel Ct, Staten Island, 10304",Richmond,Stanan Management Corp.,"Carmel Apartments, LLC",NYC,5109530,5033070025,23,64,11,36085009601,,NYC GEOG DIST #31 - STATEN ISLAND,353100,40.59456702,-74.08966905,800014917,577027.9364198686,4494149.937964302
Carmen Parsons & Judge Gilbert Ramirez Apartments,NY36T871014,"723 Elton Ave, Bronx, 10455",Bronx,"Innovative Property Management & Dev, Inc",New Vision Community Redevelopment HDFC,NYC,2094189,2023770020,29,79,15,36005006900,,NYC GEOG DIST # 7 - BRONX,320700,40.82010625,-73.91423191,800014918,591563.3899925322,4519354.619112957
Carnegie Park,NY36H110093,"200 E 94th St, New York, 10128",New York,RA Management LLC,Carnegie Park Preservation LP,NYC,1048916,1015397502,29,68,12,36061015403,,NYC GEOG DIST # 2 - MANHATTAN,310200,40.78360538,-73.94987436,800014919,588606.1259400642,4515266.0876814425
Carrington Arms,NY36L000047,"33 Lincoln Ave, New Rochelle, 10801",Westchester,Community Housing Management Corporation,Carrington Arms LLC,ROS,,,34,88,16,36119006400,,NEW ROCHELLE CITY SD,661100,40.9179593,-73.78758469,800014921,602093.4102167921,4530357.3822156405
Carroll Gardens Senior Citizen Housing,NY36T801017,"41 1st St, Brooklyn, 11231",Kings,Progress of Peoples Mgmt Corp,Mary Star of the Sea Senior Apartments,NYC,3007641,3004510025,26,52,10,36047007700,,NYC GEOG DIST #15 - BROOKLYN,331500,40.67849351,-73.99149468,800014922,585228.3119788799,4503556.731466264
Casabe Housing For The Elderly,NY36T801025,"150 E 121st St, New York, 10035",New York,Foxy Management LTD,Casabe Houses Associates LLC,NYC,1054378,1017690021,30,68,13,36061019600,,NYC GEOG DIST # 4 - MANHATTAN,310400,40.80160258,-73.93904597,800014925,589495.6331284114,4517274.922617885
Castle Hill,NY06T881012,"114 Green Ave, Castleton-On-Huds, 12033",Rensselaer,National Church Residences,NCR of Castleton HDFC Inc,ROS,,,43,107,21,36083052503,,SCHODACK CSD,491501,42.52907919,-73.74303643,800014926,603232.6943695309,4709287.503892686
Castleton Park,NY36M000158,"165 and 185 St. Marks Place, Staten Island, 10301",Richmond,Dana Management Corporation dba Stellar Mgmt.,Castleton Preservation LLC,NYC,5116656,5000130008,23,61,11,36085000700,,NYC GEOG DIST #31 - STATEN ISLAND,353100,40.645995,-74.080225,800014927,577767.389680397,4499866.973606977
Catharine Court I,NY060005001,"216 Canal Street, Montour Falls, 14865",Schuyler,The Village of Montour Falls Housing Authority,The Village of Montour Falls Housing Authority,ROS,,,58,132,23,36097950500,500-year,ODESSA-MONTOUR CSD,550101,42.34312589,-76.84573636,800014930,347961.96845213056,4689524.039334701
Catherine Sheridan Houses,NY36H108008,"31-41 23rd St, Long Island City, 11106",Queens,Progress of Peoples Mgmt Corp,Catherine Sheridan Senior Housing Development Fund Company Inc,NYC,4006620,4005680012,59,36,14,36081007500,500-year,NYC GEOG DIST #30 - QUEENS,343000,40.76557441,-73.92924198,800014931,590371.4799439965,4513285.554855666
Cayuga Village,NY06H108030,"100 Hutchens Dr, Buffalo, 14227",Erie,"CCI, Inc. (California Commercial Investment Group, Inc)","Cayuga Village Senior Housing, L.P.",ROS,,,63,143,26,36029010804,,CHEEKTOWAGA CSD,140701,42.88391467,-78.75089613,800014933,193679.28203179542,4754752.273050853
Cedargrove Heights,NY06A008004,"4 -17 Allison Dr, Cheektowaga, 14225",Erie,Forge  On LLC,Forge  On LLC,ROS,,,63,143,26,36029010102,,CLEVELAND HILL UFSD,140703,42.92953449,-78.78024382,800014934,191510.23594128428,4759926.367255866
Lake Ravine Apts,NY06A009001,"582 Lake Ave, Rochester, 14613",Monroe,Baldwin Real Estate Corporation,Lake Ravine LLC,ROS,,,56,137,25,36055002300,,ROCHESTER CITY SD,261600,43.17553953,-77.62976239,800014940,286258.70626758994,4783665.966128162
East River Apartments,NY36E000003,"109-121 E 130th St, New York, 10037",New York,RY Management Co Inc,East River Preservation LP,NYC,1083997,1017790007,30,68,13,36061024200,500-year,NYC GEOG DIST # 5 - MANHATTAN,310500,40.807929,-73.935441,800014941,589791.2036733913,4517980.895577361
Champlain Family Housing,NY06H108035,"4 Carriere Way, Rouses Point, 12979",Clinton,Housing Management Resources Inc.,Family Housing Council Ltd,ROS,,,45,115,21,36019100102,,NORTHEASTERN CLINTON CSD,90501,44.98362656,-73.37581411,800014942,628047.182453672,4982414.656575747
Chancellor Apts,NY02H108020,"417 Bleecker St, Utica, 13501",Oneida,Municipal Housing Authority of the City of Utica,Impact Utica - Chancellor/Broad LLC,ROS,,,53,119,22,36065021000,,UTICA CITY SD,412300,43.10039421,-75.22339977,800014943,481820.72386533004,4771987.716572262
Silvertree Seniors of Jamestown,NY06T871014,"145 Chandler St, Jamestown, 14701",Chautauqua,Silver Tree Residential LLC,Silvertree Seniors Jamestown LP,ROS,,,57,150,23,36013030500,,JAMESTOWN CITY SD,61700,42.09800624,-79.23214014,800014944,150009.96716622054,4669331.761095581
Charles Hill Towers,NY36A011004,"2050 Frederick Douglass Blvd, New York, 10026",New York,"Dalton Management Company, LLC",Charles Hill Housing Associates,NYC,1055075,1018270001,30,70,13,36061021600,,NYC GEOG DIST # 3 - MANHATTAN,310300,40.801465,-73.95721285,800014945,587963.3419213974,4517241.264032906
Charles Monica Senior Village,NY36H108020,"100 Hicks St, Valley Stream, 11580",Nassau,Valley Dream Housing Company Inc,Valley Dream Housing Company Inc,ROS,,,9,22,4,36059410500,100-year,VALLEY STREAM 24 UFSD,280224,40.66488224,-73.70322781,800014946,609612.4645753257,4502365.274005013
Chestnut Ridge Apts,NY360018014,"62 Chestnut St, Cold Spring, 10516",Putnam,Harmony Management Company,Chestnut Ridge Associates,ROS,,,39,95,17,36079010700,,HALDANE CSD,480401,41.41707391,-73.94909867,800014949,587823.5588087873,4585590.747238784
Christopher Court,NY368023011,"599 Morris Ave, Bronx, 10451",Bronx,Wavecrest Management Team Ltd,Christopher Court Housing Company,NYC,2091242,2024400001,29,84,15,36005006500,,NYC GEOG DIST # 7 - BRONX,320700,40.81851365,-73.92244407,800014951,590873.0158416587,4519169.278832258
Churchill House,NY36L000020,"200 W 147th St, New York, 10039",New York,Churchill House LP,Churchill House LP,NYC,1084142,1020320034,30,71,13,36061023400,,NYC GEOG DIST # 5 - MANHATTAN,310500,40.82311163,-73.93891287,800014952,589477.9568313397,4519662.749655959
Churchill House,NY36M000201,"200 W 147th St, New York, 10039",New York,Churchill House LP,Churchill House LP,NYC,1084142,1020320034,30,71,13,36061023400,,NYC GEOG DIST # 5 - MANHATTAN,310500,40.82311163,-73.93891287,800014952,589477.9568313397,4519662.749655959
Clinton Arms,NY36H110088,"2160-66 Clinton Ave, Bronx, 10457",Bronx,AMS Realty Company,Clinton Arms Associates,NYC,2012736,2030970016,32,78,15,36005037100,,NYC GEOG DIST #12 - BRONX,321200,40.849292,-73.885932,800014955,593908.7823686077,4522624.46396584
Clinton Gardens,NY36T861016,"404 W 54th St, New York, 10019",New York,Tenth & 51st Housing Development Fund Co,Tenth & 51st Housing Development Fund Co,NYC,1026769,1010630035,47,67,12,36061013300,,NYC GEOG DIST # 2 - MANHATTAN,310200,40.76623071,-73.9879438,800014956,585416.1539852445,4513299.601303228
Clinton Manor,NY360015193,"535 W 51st St, New York, 10019",New York,"Clinton Hudson Associates, LLC","Clinton Hudson Associates, LLC",NYC,1079266,1010800010,47,67,12,36061013501,,NYC GEOG DIST # 2 - MANHATTAN,310200,40.76601773,-73.99267965,800014958,585016.720021668,4513271.359043364
Clinton Manor Apts,NY022190201,"50 Franklin Street, Clinton, 13323",Oneida,CRM Rental Management Inc,"Clinton-Mohawk Apartments, LLC",ROS,,,53,122,22,36065025002,,CLINTON CSD,411101,43.04132123,-75.38514466,800014959,468628.52165804734,4765475.43111079
Lawrence Commons,NY06T801026,"2660 Albany St, Schenectady, 12304",Schenectady,DePaul Housing Management Corporation,LCS Housing Development Fund Company Inc,ROS,,,44,110,20,36093021802,,SCHENECTADY CITY SD,530600,42.78078261,-73.90982726,800014962,589173.8496377752,4737047.783933572
Clyde F Simon Lakeview Apts,NY062827201,"105 Geneva St, Bath, 14810",Steuben,Elderly Housing Dev and Oper Corp,Senior Citizens Housing Dev Fund of Steuben County,ROS,,,58,132,23,36101961200,,BATH CSD,570302,42.34846107,-77.311697,800014963,309593.9419630297,4691054.907478786
Syracuse Rehab V,NY06M000037,"1010 James Street, Syracuse, 13203",Onondaga,Housing Management Resources Inc.,"LIH Rehab V Associates, LLC",ROS,,,48,128,22,36067004000,,SYRACUSE CITY SD,421800,43.04246744,-76.15697478,800014964,405761.41596189066,4766180.220377109
Cohoes Falls Apartments,NY06A013003,"90 State Street, Albany, 12207",Albany,Avondale Housing ll Limited Partnership,Cohoes Falls Limited Partnership,ROS,,,46,109,20,36001001100,,ALBANY CITY SD,10100,42.64964944,-73.7532826,800014965,602193.9976254907,4722663.503420002
College Arms,NY36L000089,"100 College Ave, North Tarrytown, 10591",Westchester,"Wingate Management Company, LLC.",SH Housing Associates LLC,ROS,,,35,92,17,36119011601,,UFSD-TARRYTOWNS,660401,41.08174419,-73.86281774,800014967,595521.3806199442,4548454.471527484
Colonial Manor,NY020012003,"109 Colonial Cir, Ilion, 13357",Herkimer,Colonial Manor Investors LLC,Colonial Manor Investors LLC,ROS,,,49,118,21,36043010300,,CENTRAL VALLEY CSD AT ILION-MOHAWK,212101,43.01056264,-75.05498083,800014969,495519.37085510883,4761989.226710901
Colt Block Apts,NY06A002010,"2119 Main St, Niagara Falls, 14305",Niagara,Baldwin Real Estate Corporation,"Colt Block II, LLC",ROS,,,62,145,26,36063020500,,NIAGARA FALLS CITY SD,400800,43.10834726,-79.05377016,800014971,170146.54911610612,4780827.863024772
Columbus Townhouse,NY36H110100,"600 Columbus Ave, New York, 10024",New York,600 Columbus Avenue Owner LLC,600 Columbus Avenue Owner LLC,NYC,1032439,1012200029,47,69,12,36061017300,,NYC GEOG DIST # 3 - MANHATTAN,310300,40.7886452,-73.97103627,800014973,586813.9612176223,4515804.38391951
Community Residence for the Handicapped of Ulster,NY36T851011,"57 Summer St, Kingston, 12401",Ulster,Community Residence for the Handicapped,Community Residence for the Handicapped,ROS,,,41,103,18,36111952100,,KINGSTON CITY SD,620600,41.92497782,-74.00502334,800014974,582498.7709363608,4641925.293086413
Community Manor I,NY06R000038,"158 Sackett Rd, Suite 410, Avon, 14414",Livingston,"Two Plus Four Management Co., Inc.","Community Manor of Genesee Valley Company, LP.",ROS,,,54,133,24,36051030300,,AVON CSD,240101,42.90424076,-77.75356992,800014975,275206.3696167191,4753859.779617704
Concord Senior Citizen Housing,NY36T811020,"375 Putnam Ave, Brooklyn, 11216",Kings,Amistad Management Corporation,"Concord Senior Citizens HDFC, Inc.",NYC,3051705,3018240070,25,56,8,36047026700,,NYC GEOG DIST #13 - BROOKLYN,331300,40.68458345,-73.94624952,800014977,589043.9181349643,4504277.611160533
Concourse Flatiron Apartments,NY360015162,"1882 Grand Concourse, Bronx, 10457",Bronx,Truman Development & Management LLC,Concourse Flatiron Associates LP,NYC,2007547,2028010031,33,86,15,36005023302,,NYC GEOG DIST # 9 - BRONX,320900,40.84882432,-73.90610245,800014978,592209.160740072,4522551.1162959235
Concourse Green,NY360015017,"1325 Grand Concourse, Bronx, 10452",Bronx,Kraus Management Inc,Concourse Green Associates,NYC,2008053,2028400077,32,84,15,36005022102,,NYC GEOG DIST # 9 - BRONX,320900,40.83725045,-73.91546191,800014980,591436.1059903263,4521256.497054869
Concourse Plaza,NY36H110040,"900 Grand Concourse, Bronx, 10451",Bronx,"Concourse Plaza Redevelopment Co., L.P.","Concourse Plaza Redevelopment Co., L.P.",NYC,2002802,2024600001,32,77,15,36005018301,,NYC GEOG DIST # 9 - BRONX,320900,40.82747156,-73.92199389,800014981,590898.7489792133,4520164.154022257
Wedgewood Apts,NY020021001,"7851 Route 298, Kirkville, 13082",Onondaga,Captial Realty Group Inc,Wedgewood Apartments LLC,ROS,,,50,127,22,36067010400,,NORTH SYRACUSE CSD,420303,43.15247367,-75.97575558,800014990,420664.4566276223,4778209.023087424
Convent Avenue Apts,NY36E000018,"369-373 Convent Ave, New York, 10014",New York,Ashton Management Corporation,369 Convent Avenue,NYC,1061362,1020600047,30,71,13,36061023100,,NYC GEOG DIST # 6 - MANHATTAN,310600,40.825067,-73.945715,800014991,588901.7347922293,4519872.890010462
Cooper Square Elderly Housing,NY36T811047,"200 E 5th St, New York, 10003",New York,JASA Housing Management Services for the Aged Inc,Cooper Square Senior Housing LP,NYC,1006580,1004600001,27,66,10,36061003800,,NYC GEOG DIST # 1 - MANHATTAN,310100,40.72746817,-73.99099985,800014992,585207.6891101467,4508993.710217948
Cooper Square Associates,NY36H110055,"10 Stanton St, New York, 10002",New York,"CCP Management, LLC",10 STANTON OWNERS LLC,NYC,1078062,1004270002,27,65,10,36061003601,,NYC GEOG DIST # 1 - MANHATTAN,310100,40.7227785,-73.99263937,800014993,585075.2055401822,4508471.535371419
Cornerstone Sandy F. Ray Housing,NY363250201,"550 Greene Ave, Brooklyn, 11216",Kings,Amistad Management Corporation,"CORNERSTONE HOUSING ASSOCIATES, LP",NYC,3050417,3017980040,25,56,8,36047025100,,NYC GEOG DIST #13 - BROOKLYN,331300,40.68852228,-73.94848803,800014994,588849.5247628678,4504712.580268481
